name,id,status,external_id,source
SG: PlutoTV Channels: DE: Call My Agent!,1295607,ACTIVE,69776f2b2c00406316a01945,site_group_api_v4
SG: PlutoTV Channels: DE: Car Chase,1199124,ACTIVE,65a93a9d3af63d00082c4850,site_group_api_v4
SG: PlutoTV Channels: DE: Catfish - Neue Episoden,1224784,ACTIVE,669f8ff0d5125900089aa5c7,site_group_api_v4
SG: PlutoTV Channels: DE: CBS News 24/7,1106927,ACTIVE,62441d6ded1827000763dcda,site_group_api_v4
SG: PlutoTV Channels: DE: CC Made in Germany,1106689,ACTIVE,5d4948418101147596fd6c5a,site_group_api_v4
SG: PlutoTV Channels: DE: CC Made in Germany+,1106847,ACTIVE,5e7b8923fc302800079e4f4f,site_group_api_v4
SG: PlutoTV Channels: DE: CC Pluto TV,1106749,ACTIVE,5d4947590ba40f75dc29c26b,site_group_api_v4
SG: PlutoTV Channels: DE: Chaos City,1106722,ACTIVE,60afbad343e3840007164348,site_group_api_v4
SG: PlutoTV Channels: DE: Cheddar News,1106692,ACTIVE,5cd979934c4f2001c2f90bd4,site_group_api_v4
SG: PlutoTV Channels: DE: Cheers,1106887,ACTIVE,611e7f224676bf00076a4d8d,site_group_api_v4
SG: PlutoTV Channels: DE: Clarissa,1106696,ACTIVE,62bc1957e4da730007195dc3,site_group_api_v4
SG: PlutoTV Channels: DE: Clubbing TV,1106843,ACTIVE,5f984784ccb4de0007dfad74,site_group_api_v4
SG: PlutoTV Channels: DE: CNN Headlines International,1234989,ACTIVE,66337e365a402e00087eccaf,site_group_api_v4
SG: PlutoTV Channels: DE: CNNi,1227495,ACTIVE,66c45b1803e3b20008d8c200,site_group_api_v4
SG: PlutoTV Channels: DE: Coast Guard,1184796,ACTIVE,64eddd96abcba80008d03b74,site_group_api_v4
SG: PlutoTV Channels: DE: Cold Blood,1185264,ACTIVE,656064752c46f300087e9c99,site_group_api_v4
SG: PlutoTV Channels: DE: Combat GO,1106871,ACTIVE,5cd97a0e6946ab7ec66c4c0e,site_group_api_v4
SG: PlutoTV Channels: DE: Comedy Central South Park,1106828,ACTIVE,60c716084d842c00085f6e64,site_group_api_v4
SG: PlutoTV Channels: DE: Comedy Central TV+,1106942,ACTIVE,5dcea6bc6fb8890009322ff3,site_group_api_v4
SG: PlutoTV Channels: DE: Community,1176837,ACTIVE,6523ca21a70bf000081fe675,site_group_api_v4
SG: PlutoTV Channels: DE: Community - ValenDEAN's,1192785,ACTIVE,659410f0b9adc400082f42b0,site_group_api_v4
SG: PlutoTV Channels: DE: CSI - Cyber,1217615,ACTIVE,664c8c100120f40008b845e5,site_group_api_v4
SG: PlutoTV Channels: DE: Dark Matter,1106879,ACTIVE,5e843d849109b700075d5ada,site_group_api_v4
SG: PlutoTV Channels: DE: Das Geheimnis der Hunters,1106902,ACTIVE,63d9107e60bc8f0008a1d9ed,site_group_api_v4
SG: PlutoTV Channels: DE: Das Haus am Eaton Place,1106755,ACTIVE,63905e85da3fda00080232e4,site_group_api_v4
SG: PlutoTV Channels: DE: Dating hinter Gittern,1294050,ACTIVE,691b2b690d121b44ad4a53ef,site_group_api_v4
SG: PlutoTV Channels: DE: Dating Naked,1176850,ACTIVE,64be826b0e086a0009d95779,site_group_api_v4
SG: PlutoTV Channels: DE: Dawson's Creek,1106923,ACTIVE,62725008d0dc480007ea8bd2,site_group_api_v4
SG: PlutoTV Channels: DE: DAZN Darts x Pluto TV,1177227,ACTIVE,64b67f0424ade50008a3be17,site_group_api_v4
SG: PlutoTV Channels: DE: DAZN Fights x Pluto TV,1106916,ACTIVE,64b67f7cbc3ab400084e51f2,site_group_api_v4
SG: PlutoTV Channels: DE: DAZN Handball x Pluto TV,1220188,ACTIVE,6683f7fe36a2f9000804940c,site_group_api_v4
SG: PlutoTV Channels: DE: DAZN Heldinnen x Pluto TV,1106817,ACTIVE,64afe50c5dc16600087f3227,site_group_api_v4
SG: PlutoTV Channels: DE: DAZN INTL Football x Pluto TV,1106872,ACTIVE,64b79c057d934100080b3583,site_group_api_v4
SG: PlutoTV Channels: DE: DAZN Live AES128 GDAI - DE,1236979,ACTIVE,66fb0b8ab2ffb100080193bf,site_group_api_v4
SG: PlutoTV Channels: DE: DAZN Live DRM GDAI - DE,1236980,ACTIVE,66fb0a3392693300083a583d,site_group_api_v4
SG: PlutoTV Channels: DE: DAZN x Pluto TV Fußballshow,1176828,ACTIVE,6509bb783a0d700008c700aa,site_group_api_v4
SG: PlutoTV Channels: DE: DEFA Filmwelt,1106775,ACTIVE,61fbfaff4757070008d45e48,site_group_api_v4
SG: PlutoTV Channels: DE: DEFA TV,1189733,ACTIVE,655f7c1857fe4a00085d5e8d,site_group_api_v4
SG: PlutoTV Channels: DE: Der Bergdoktor,1305574,ACTIVE,69b0167477cdde1f05c8a625,site_group_api_v4
SG: PlutoTV Channels: DE: Der Chef,1257643,ACTIVE,67dc21ce5a15c0759a07ee19,site_group_api_v4
SG: PlutoTV Channels: DE: Der Denver-Clan,1106774,ACTIVE,62cebd7302478b00073a6b71,site_group_api_v4
SG: PlutoTV Channels: DE: Der Hundetrainer,1106826,ACTIVE,634924e185427200076c67f5,site_group_api_v4
SG: PlutoTV Channels: DE: Der Sentinel – Im Auge des Jägers,1189731,ACTIVE,6565fad6c917a50008484895,site_group_api_v4
SG: PlutoTV Channels: DE: Die Casagrandes,1204053,ACTIVE,65dde3fe4e01740008af327f,site_group_api_v4
SG: PlutoTV Channels: DE: Die fliegenden Ärzte,1273718,ACTIVE,688734b9035d6ef9c34aac16,site_group_api_v4
SG: PlutoTV Channels: DE: Die glorreichen Sieben,1305577,ACTIVE,69c2ac2b14c0213702da7a29,site_group_api_v4
SG: PlutoTV Channels: DE: Die Nanny,1235348,ACTIVE,66c6fc06489bab0008b6f9da,site_group_api_v4
SG: PlutoTV Channels: DE: Die Schöne und das Biest,1199126,ACTIVE,65ae47337bdc8d000853f1fd,site_group_api_v4
SG: PlutoTV Channels: DE: Die Sieben-Millionen-Dollar-Frau,1249724,ACTIVE,677fb078a4af36ad50111032,site_group_api_v4
SG: PlutoTV Channels: DE: Die Thundermans,1106899,ACTIVE,6447df8cd3fdde0008f1f627,site_group_api_v4
SG: PlutoTV Channels: DE: Dittsche,1106737,ACTIVE,61fbfa1a9e38ec0007a395b7,site_group_api_v4
SG: PlutoTV Channels: DE: Doctor Who Classic,1106772,ACTIVE,60d323e7b876760007ec9790,site_group_api_v4
SG: PlutoTV Channels: DE: Dominance FC TV,1265918,ACTIVE,685aaec481c345899e4458bb,site_group_api_v4
SG: PlutoTV Channels: DE: Don Matteo,1280960,ACTIVE,686d004094a028da3aac8cb0,site_group_api_v4
SG: PlutoTV Channels: DE: Dora TV,1106889,ACTIVE,5e43c344b54fe800093552f4,site_group_api_v4
SG: PlutoTV Channels: DE: Drake & Josh,1199953,ACTIVE,65a67c494a10d800085cab06,site_group_api_v4
SG: PlutoTV Channels: DE: Dyn Sport Mix,1266703,ACTIVE,6866525c8a412a0e95c438b4,site_group_api_v4
SG: PlutoTV Channels: DE: EAT GREEN TV,1197353,ACTIVE,655ca352c917a5000830e8b1,site_group_api_v4
SG: PlutoTV Channels: DE: Ein Engel auf Erden,1106846,ACTIVE,622f487722d9d400075f74dd,site_group_api_v4
SG: PlutoTV Channels: DE: Ein Hauch von Himmel,1265671,ACTIVE,682452dbb19ce6d4a30b496c,site_group_api_v4
SG: PlutoTV Channels: DE: Eine himmlische Familie,1224781,ACTIVE,66a244d5cd0d3100083b1e47,site_group_api_v4
SG: PlutoTV Channels: DE: Eine schrecklich nette Familie,1255918,ACTIVE,67a324d221af380008105d6f,site_group_api_v4
SG: PlutoTV Channels: DE: Emma - einfach magisch!,1106801,ACTIVE,5f4796368174910007756454,site_group_api_v4
SG: PlutoTV Channels: DE: ESR 24/7,1106800,ACTIVE,5cd97a4b6946ab7ec66c4c0f,site_group_api_v4
SG: PlutoTV Channels: DE: Euronews,1217686,ACTIVE,6639d7d4b18d700008da5316,site_group_api_v4
SG: PlutoTV Channels: DE: Euronews DE,1106893,ACTIVE,5cd97a9c6946ab7ec66c4c11,site_group_api_v4
SG: PlutoTV Channels: DE: Euronews EN,1106721,ACTIVE,5cd977ebd2496a7ecc88cf7d,site_group_api_v4
SG: PlutoTV Channels: DE: European League of Football,1219883,ACTIVE,667c0111fc3a4600087283c2,site_group_api_v4
SG: PlutoTV Channels: DE: Ex On The Beach,1106789,ACTIVE,62bc16f31a6c180007fdcdb7,site_group_api_v4
SG: PlutoTV Channels: DE: F.B.I. Files,1176829,ACTIVE,64eddce19001910008df22b8,site_group_api_v4
SG: PlutoTV Channels: DE: FailArmy,1106747,ACTIVE,5ad9b7ffe738977e2c312133,site_group_api_v4
SG: PlutoTV Channels: DE: Familie Dr. Kleist,1197358,ACTIVE,65819f14b9adc4000813ee39,site_group_api_v4
SG: PlutoTV Channels: DE: Familienbande,1106882,ACTIVE,634fe3a21eac3c00076a03f8,site_group_api_v4
SG: PlutoTV Channels: DE: Farmland TV,1246964,ACTIVE,663a15d7cb3ea10008edac88,site_group_api_v4
SG: PlutoTV Channels: DE: FIFA+,1214102,ACTIVE,660bfc032433010008def35a,site_group_api_v4
SG: PlutoTV Channels: DE: Filmgold,1106706,ACTIVE,6305ca798bd95300072d2f93,site_group_api_v4
SG: PlutoTV Channels: DE: Flipper,1285109,ACTIVE,68d277fb12bf71eaaed3e9f1,site_group_api_v4
SG: PlutoTV Channels: DE: Flipper's Neue Abenteuer,1285110,ACTIVE,68d2785912bf71eaaed3fef9,site_group_api_v4
SG: PlutoTV Channels: DE: Fluss-Monster,1106918,ACTIVE,62a0b2aff4cf470007e47e29,site_group_api_v4
SG: PlutoTV Channels: DE: Focus TV Reportage,1106765,ACTIVE,5f3bd0e63f793300071574cd,site_group_api_v4
SG: PlutoTV Channels: DE: For All Mankind,1296666,ACTIVE,694524007e308621c0a1c58c,site_group_api_v4
SG: PlutoTV Channels: DE: Forbidden Apple,1184793,ACTIVE,652e7582cc7abc0008439bfe,site_group_api_v4
SG: PlutoTV Channels: DE: Frasier,1106929,ACTIVE,62cebf042ffc6d0007c4e59a,site_group_api_v4
SG: PlutoTV Channels: DE: Frasier - Berühmte Gäste,1250575,ACTIVE,6790fa9e1cfc4aa96dfadcef,site_group_api_v4
SG: PlutoTV Channels: DE: Freitag Nacht News,1176834,ACTIVE,64be64070e086a0009d7b028,site_group_api_v4
SG: PlutoTV Channels: DE: From South Park with Love,1192784,ACTIVE,659428876e4f6a0008a06597,site_group_api_v4
SG: PlutoTV Channels: DE: Fury,1106686,ACTIVE,6270ea4345f5bc0007823048,site_group_api_v4
SG: PlutoTV Channels: DE: Game Shakers,1106903,ACTIVE,6447de0f5a0cd5000849cc95,site_group_api_v4
SG: PlutoTV Channels: DE: GARAGENGOLD,1184787,ACTIVE,654a2bfeab05240008a12881,site_group_api_v4
SG: PlutoTV Channels: DE: Geordie Shore,1106865,ACTIVE,6447de495a0cd5000849ccc3,site_group_api_v4
SG: PlutoTV Channels: DE: Germany Shore,1106829,ACTIVE,6447dea7e94c380008dba94c,site_group_api_v4
SG: PlutoTV Channels: DE: Gigolos,1294047,ACTIVE,68d27437e6767bdeb23f0336,site_group_api_v4
SG: PlutoTV Channels: DE: Glory Kickboxing,1106708,ACTIVE,5ad9be1be738977e2c312134,site_group_api_v4
SG: PlutoTV Channels: DE: Goldstar TV,1106779,ACTIVE,6192396135f3910007fc5fc7,site_group_api_v4
SG: PlutoTV Channels: DE: GSA Xiaomi Test 2026,1300463,ACTIVE,69b1a94e645690dc239c3925,site_group_api_v4
SG: PlutoTV Channels: DE: Hanna - Folge deinem Herzen,1237610,ACTIVE,6694cd23a3c41d0008d0e6e2,site_group_api_v4
SG: PlutoTV Channels: DE: Happy Birthday South Park,1217612,ACTIVE,664f10508ea5560008ce47b5,site_group_api_v4
SG: PlutoTV Channels: DE: Hausmeister Krause,1106951,ACTIVE,622f6faf65be650007f57aab,site_group_api_v4
SG: PlutoTV Channels: DE: Hawaii Fünf-Null,1106745,ACTIVE,6349259d1d90320007fcb1d9,site_group_api_v4
SG: PlutoTV Channels: DE: Hazel sieht gelb,1260980,ACTIVE,680f31206798ccd11859fc04,site_group_api_v4
SG: PlutoTV Channels: DE: Heartland,1260982,ACTIVE,680f375e6798ccd1185b58f9,site_group_api_v4
SG: PlutoTV Channels: DE: Hell's Kitchen,1106711,ACTIVE,644257fe7cb4b100081ed874,site_group_api_v4
SG: PlutoTV Channels: DE: Herzfrequenz,1236784,ACTIVE,6694ccaba3c41d0008d0e636,site_group_api_v4
SG: PlutoTV Channels: DE: Holiday Lights,1106723,ACTIVE,5f982b9d61dad200071148e8,site_group_api_v4
SG: PlutoTV Channels: DE: Homicide Hunters,1235344,ACTIVE,66b1f97414a2bb000863915f,site_group_api_v4
SG: PlutoTV Channels: DE: Hot Ones,1189734,ACTIVE,655ca3839d5ac400080d14ec,site_group_api_v4
SG: PlutoTV Channels: DE: Hours to Kill – Zeitachse des Todes,1185265,ACTIVE,656064e74261ca00081812a9,site_group_api_v4
SG: PlutoTV Channels: DE: I named her Feriha,1184788,ACTIVE,652e74f49c7aeb00084f605d,site_group_api_v4
SG: PlutoTV Channels: DE: iCarly,1106740,ACTIVE,5e8b580a233dc90007f0cb9d,site_group_api_v4
SG: PlutoTV Channels: DE: iCarly+,1106852,ACTIVE,5f3d2cb9f5b291000773807a,site_group_api_v4
SG: PlutoTV Channels: DE: Ice Pilots,1106705,ACTIVE,5ce40f42ba7f7f5ea9518fe1,site_group_api_v4
SG: PlutoTV Channels: DE: Ice Pilots+,1106907,ACTIVE,604123023ece0b0007a43049,site_group_api_v4
SG: PlutoTV Channels: DE: IGN,1106822,ACTIVE,5ad9bc207ef2767e1846e5a0,site_group_api_v4
SG: PlutoTV Channels: DE: IIS – Die Idil und Ingmar Show,1106738,ACTIVE,6407347ccb41a40008e73383,site_group_api_v4
SG: PlutoTV Channels: DE: Insight TV,1106937,ACTIVE,5f06bc60e236570007793f31,site_group_api_v4
SG: PlutoTV Channels: DE: Inspector Gadget,1106914,ACTIVE,5dbc2d1ce10f0b0009e6cf9e,site_group_api_v4
SG: PlutoTV Channels: DE: Instant Mom,1106862,ACTIVE,63905b9e799ff100077037a8,site_group_api_v4
SG: PlutoTV Channels: DE: Interspecies Reviewers,1260391,ACTIVE,67fe49130c3b35f458bac52c,site_group_api_v4
SG: PlutoTV Channels: DE: Introuble,1106857,ACTIVE,5f1005f9d5d3cf00074c0395,site_group_api_v4
SG: PlutoTV Channels: DE: Inwonder,1106819,ACTIVE,5f1004e0a5714d000745650d,site_group_api_v4
SG: PlutoTV Channels: DE: Jackie Chan Adventures,1255919,ACTIVE,67a2367e9a300a00086f2688,site_group_api_v4
SG: PlutoTV Channels: DE: Jersey Shore,1106715,ACTIVE,6447de7bd3fdde0008f1ef98,site_group_api_v4
SG: PlutoTV Channels: DE: Just Classical,1106931,ACTIVE,61923f794527a900078717b4,site_group_api_v4
SG: PlutoTV Channels: DE: Just for Laughs,1106758,ACTIVE,60db2e7a62df960007a9b6b1,site_group_api_v4
SG: PlutoTV Channels: DE: Just Tattoo of Us,1106727,ACTIVE,645269197cb4b10008421096,site_group_api_v4
SG: PlutoTV Channels: DE: Just.fishing,1106850,ACTIVE,61b33085897b9d000702b72e,site_group_api_v4
SG: PlutoTV Channels: DE: Kickin'it,1197355,ACTIVE,659e595fb228b7000886333c,site_group_api_v4
SG: PlutoTV Channels: DE: Kids' Choice Awards 2022,1106911,ACTIVE,5be1c20b53ed2c6334ebc4f2,site_group_api_v4
SG: PlutoTV Channels: DE: KultKrimi,1106694,ACTIVE,5cb5cfe5caf83414128f209e,site_group_api_v4
SG: PlutoTV Channels: DE: KultKrimi - Der Alte,1208608,ACTIVE,65dde5ef28730900089af7cf,site_group_api_v4
SG: PlutoTV Channels: DE: KultKrimi - Der Kommissar,1208610,ACTIVE,65dde626ec9fda0008b3dc89,site_group_api_v4
SG: PlutoTV Channels: DE: KultKrimi - Derrick,1208609,ACTIVE,65dde5848145cb00083277f6,site_group_api_v4
SG: PlutoTV Channels: DE: KultKrimi - Die Rettungsflieger,1265672,ACTIVE,67ed0c86f7c5d70b90889a51,site_group_api_v4
SG: PlutoTV Channels: DE: KultKrimi - Ein Fall für zwei,1265673,ACTIVE,68590366010ddd78ef837d29,site_group_api_v4
SG: PlutoTV Channels: DE: KultKrimi - Küstenwache,1258962,ACTIVE,67ebbdced2832b463faa1e79,site_group_api_v4
SG: PlutoTV Channels: DE: Kultkrimi+,1106878,ACTIVE,5ddbf6ef10fbdd00091a5a06,site_group_api_v4
SG: PlutoTV Channels: DE: Ladykracher,1219882,ACTIVE,667d3534ca74680008696051,site_group_api_v4
SG: PlutoTV Channels: DE: LandlustTV,1220187,ACTIVE,6639f8f4f9992200081e80e8,site_group_api_v4
SG: PlutoTV Channels: DE: Leprechaun,1274818,ACTIVE,68ada9b2de4a734954e128af,site_group_api_v4
SG: PlutoTV Channels: DE: Liebe Sünde,1285108,ACTIVE,68d276ce59fd82da32267d0d,site_group_api_v4
SG: PlutoTV Channels: DE: Loupe,1106751,ACTIVE,6054a72707c4580007979b82,site_group_api_v4
SG: PlutoTV Channels: DE: Love Boat,1192787,ACTIVE,655ca3d1fbc15b00081f1186,site_group_api_v4
SG: PlutoTV Channels: DE: MacGyver,1189732,ACTIVE,654a2ac283595c000817e39c,site_group_api_v4
SG: PlutoTV Channels: DE: Marco Polo TV,1176856,ACTIVE,65004cf398020f00084ca8bc,site_group_api_v4
SG: PlutoTV Channels: DE: Material Delivery Channel,1106896,ACTIVE,5e7cb91db8eaad000731378a,site_group_api_v4
SG: PlutoTV Channels: DE: McLeods Töchter,1240802,ACTIVE,66c6fcfc6838ee00085beb1a,site_group_api_v4
SG: PlutoTV Channels: DE: Melrose Place,1176849,ACTIVE,64be745340962900080b55e7,site_group_api_v4
SG: PlutoTV Channels: DE: Merhaba Türkische Serien,1266702,ACTIVE,6864e8f264d94c1425fb4563,site_group_api_v4
SG: PlutoTV Channels: DE: MinecrafTV,1106717,ACTIVE,5ad9bca67ef2767e1846e5a1,site_group_api_v4
SG: PlutoTV Channels: DE: Mission Impossible,1106941,ACTIVE,634fe5afece2e60007c9d8b8,site_group_api_v4
SG: PlutoTV Channels: DE: Missions,1267222,ACTIVE,6824539e1295f98347e95242,site_group_api_v4
SG: PlutoTV Channels: DE: MODUS Super Series Darts,1239854,ACTIVE,66337e6ba0a74e000889563b,site_group_api_v4
SG: PlutoTV Channels: DE: Monster Jam,1199125,ACTIVE,65c33f833ef47d00084f47ad,site_group_api_v4
SG: PlutoTV Channels: DE: Mork vom Ork,1106798,ACTIVE,642ad2127ef83900085f8910,site_group_api_v4
SG: PlutoTV Channels: DE: Motorvision,1106954,ACTIVE,6093f2ae4dd5ab0007d1ff9d,site_group_api_v4
SG: PlutoTV Channels: DE: MOVIEDOME,1106840,ACTIVE,615c1e5ce3039400070a0547,site_group_api_v4
SG: PlutoTV Channels: DE: Moviepilot TV mit Pluto TV,1199954,ACTIVE,65a67d572fac9c000835eb3a,site_group_api_v4
SG: PlutoTV Channels: DE: MST3K,1106786,ACTIVE,5b4f56242d4ec87bdcbbb333,site_group_api_v4
SG: PlutoTV Channels: DE: MTV Approved Hip Hop,1106945,ACTIVE,6245cf8ac69baf000718295a,site_group_api_v4
SG: PlutoTV Channels: DE: MTV Biggest Pop,1184786,ACTIVE,652e766f3fd33c0008161257,site_group_api_v4
SG: PlutoTV Channels: DE: MTV Brandneu,1106741,ACTIVE,634fe16981d8f50007198161,site_group_api_v4
SG: PlutoTV Channels: DE: MTV Catfish,1106762,ACTIVE,5db6a697d5f34a000934cd13,site_group_api_v4
SG: PlutoTV Channels: DE: MTV Catfish TV Show+,1106793,ACTIVE,5e7b855972c36600076b7ddd,site_group_api_v4
SG: PlutoTV Channels: DE: MTV Caught in the Act,1317054,ACTIVE,64c11d0f060e830008ed3eee,site_group_api_v4
SG: PlutoTV Channels: DE: MTV Chill Out Zone,1106839,ACTIVE,6245cec4bfbac700079ab5de,site_group_api_v4
SG: PlutoTV Channels: DE: MTV Christmas Songs,1106802,ACTIVE,5ce40f8aa43c46795e36e8a5,site_group_api_v4
SG: PlutoTV Channels: DE: MTV Classic,1220675,ACTIVE,6697672f3a4ad20008deff80,site_group_api_v4
SG: PlutoTV Channels: DE: MTV Cribs,1106823,ACTIVE,5ea815a515d149000748ee9b,site_group_api_v4
SG: PlutoTV Channels: DE: MTV Cribs+,1106912,ACTIVE,5efb54eaa5714d000744b6a0,site_group_api_v4
SG: PlutoTV Channels: DE: MTV Dating,1106748,ACTIVE,5caf330ea5068259a32320fd,site_group_api_v4
SG: PlutoTV Channels: DE: MTV Dating (OV),1106739,ACTIVE,5ea813c04958cd00078e9caf,site_group_api_v4
SG: PlutoTV Channels: DE: MTV EMA,1176851,ACTIVE,64df505c286f6b00082d99b6,site_group_api_v4
SG: PlutoTV Channels: DE: MTV Flow Latino,1219884,ACTIVE,660e97e6635c7500082aaa4d,site_group_api_v4
SG: PlutoTV Channels: DE: MTV German Music,1106949,ACTIVE,6245ccd9e1977a00079e2fba,site_group_api_v4
SG: PlutoTV Channels: DE: MTV Halloween,1274823,ACTIVE,67fe4bf317d83d0b4cfef739,site_group_api_v4
SG: PlutoTV Channels: DE: MTV Hot Summer,1106830,ACTIVE,642ad75110ae5700089bd3da,site_group_api_v4
SG: PlutoTV Channels: DE: MTV Love Music,1106870,ACTIVE,61923ac16d03190008138a67,site_group_api_v4
SG: PlutoTV Channels: DE: MTV Movie Hits,1106849,ACTIVE,6245d05006d79800081fff9c,site_group_api_v4
SG: PlutoTV Channels: DE: MTV Music,1106883,ACTIVE,6245d15062cd1f00070a2338,site_group_api_v4
SG: PlutoTV Channels: DE: MTV on Tour!,1199951,ACTIVE,65d372bba25d5e000823598e,site_group_api_v4
SG: PlutoTV Channels: DE: MTV Original Version,1197356,ACTIVE,65a54f45dfed0300081be691,site_group_api_v4
SG: PlutoTV Channels: DE: MTV Party,1106699,ACTIVE,622f46a3769a6d0007429de0,site_group_api_v4
SG: PlutoTV Channels: DE: MTV Pimp My Ride,1106766,ACTIVE,62bc18239912800007edf3f7,site_group_api_v4
SG: PlutoTV Channels: DE: MTV Pluto TV,1106701,ACTIVE,5caf325764025859afdd6c4d,site_group_api_v4
SG: PlutoTV Channels: DE: MTV Pluto TV+,1106845,ACTIVE,5dcebe53d352330009e56f5b,site_group_api_v4
SG: PlutoTV Channels: DE: MTV Pride,1265321,ACTIVE,685136fb33a52de120bbb086,site_group_api_v4
SG: PlutoTV Channels: DE: MTV Pride - Archived,1106821,INACTIVE,6470abe84cfc2c000884c867,site_group_api_v4
SG: PlutoTV Channels: DE: MTV Queens of Pop,1106913,ACTIVE,63c11e19829c85000791f03b,site_group_api_v4
SG: PlutoTV Channels: DE: MTV Ridiculousness,1106853,ACTIVE,5f9847fd513250000728a9a5,site_group_api_v4
SG: PlutoTV Channels: DE: MTV Rocks,1224780,ACTIVE,6697c440a4ee270008f9095f,site_group_api_v4
SG: PlutoTV Channels: DE: MTV RockZone,1106833,ACTIVE,6245cdb15d931000073ee4ff,site_group_api_v4
SG: PlutoTV Channels: DE: MTV Serie,1106834,ACTIVE,609536871db47700075a04bf,site_group_api_v4
SG: PlutoTV Channels: DE: MTV Teen,1106827,ACTIVE,5ea812e0ba6c1f00079d3b7e,site_group_api_v4
SG: PlutoTV Channels: DE: MTV Teen Mom,1106693,ACTIVE,5cffcf5686dfe15595fb3f56,site_group_api_v4
SG: PlutoTV Channels: DE: MTV Teen Mom+,1106687,ACTIVE,6041236542d13a0007c600f8,site_group_api_v4
SG: PlutoTV Channels: DE: MTV The Challenge,1176838,ACTIVE,650adc5e473a54000846cbf6,site_group_api_v4
SG: PlutoTV Channels: DE: MTV The Hills,1106933,ACTIVE,5d00e86bf0bac55fe7f75736,site_group_api_v4
SG: PlutoTV Channels: DE: MTV The Hills (OV),1106719,ACTIVE,5ea8147c6e3dd70007deab3d,site_group_api_v4
SG: PlutoTV Channels: DE: MTV The Shores,1106700,ACTIVE,5caf32c2a5068259a32320fc,site_group_api_v4
SG: PlutoTV Channels: DE: MTV True Life,1106757,ACTIVE,609535365c2b8f000719d2ba,site_group_api_v4
SG: PlutoTV Channels: DE: MTV Tu Fiesta Latina,1106886,ACTIVE,6245cbda752910000702df06,site_group_api_v4
SG: PlutoTV Channels: DE: MTV Unplugged,1106944,ACTIVE,5f98471110cca20007d39f76,site_group_api_v4
SG: PlutoTV Channels: DE: My Strange Addiction,1240803,ACTIVE,66c4a69ea72e7b0008a3e2c3,site_group_api_v4
SG: PlutoTV Channels: DE: Myspass TV Total classics,1106712,ACTIVE,634923e69807d600081e186c,site_group_api_v4
SG: PlutoTV Channels: DE: Myth Hunters,1106876,ACTIVE,63d90f828795f300086745b2,site_group_api_v4
SG: PlutoTV Channels: DE: N24 Doku,1106948,ACTIVE,60080e8a4bf36000076a81b1,site_group_api_v4
SG: PlutoTV Channels: DE: Naruto,1202177,ACTIVE,65d5fc39a25d5e00082895c4,site_group_api_v4
SG: PlutoTV Channels: DE: NCIS - New Orleans,1323750,ACTIVE,69fca82ff6ac24413f5338fa,site_group_api_v4
SG: PlutoTV Channels: DE: Ned's Declassified School Survival Guide,1224786,ACTIVE,66a20bcd46762a000823ee2e,site_group_api_v4
SG: PlutoTV Channels: DE: Nick Christmas,1106859,ACTIVE,5f982a3579d7c00007b54d30,site_group_api_v4
SG: PlutoTV Channels: DE: Nick Danger,1106728,ACTIVE,62f51e6c34d6f40007f992a6,site_group_api_v4
SG: PlutoTV Channels: DE: Nick Girl Power,1106860,ACTIVE,63c69bbad3485c00076c1b6a,site_group_api_v4
SG: PlutoTV Channels: DE: Nick Jr. Club,1258953,ACTIVE,67f3eb1c443f0671bc03ece8,site_group_api_v4
SG: PlutoTV Channels: DE: Nick Jr. Pluto TV,1106746,ACTIVE,5ede45451dce190007ef9ff2,site_group_api_v4
SG: PlutoTV Channels: DE: Nick Pluto TV+,1106732,ACTIVE,5f3d2b57d6c60800074cb305,site_group_api_v4
SG: PlutoTV Channels: DE: Nick Rewind,1106953,ACTIVE,5ed106ce4bf2e80007700bb3,site_group_api_v4
SG: PlutoTV Channels: DE: Nick Rewind+,1106946,ACTIVE,5f3d2bcd0fadc30007b4863b,site_group_api_v4
SG: PlutoTV Channels: DE: Nick Space,1106815,ACTIVE,619b82cc70a9ba00074429e2,site_group_api_v4
SG: PlutoTV Channels: DE: Nick Spotlight,1106818,ACTIVE,61e6dfb3fd665f0007235f33,site_group_api_v4
SG: PlutoTV Channels: DE: Nick Spuktober,1106855,ACTIVE,62f4faddf923fb0007eab521,site_group_api_v4
SG: PlutoTV Channels: DE: Nick Ukraine,1106702,ACTIVE,622882350f6aad0008c76e77,site_group_api_v4
SG: PlutoTV Channels: DE: Nickelodeon Classics,1258954,ACTIVE,67f3eb800a1beb98767ca748,site_group_api_v4
SG: PlutoTV Channels: DE: Nickelodeon Teen,1106875,ACTIVE,5f0d668b872e4400073acc68,site_group_api_v4
SG: PlutoTV Channels: DE: Nickelodeon Toons,1106874,ACTIVE,5ede448d3d50590007a4419e,site_group_api_v4
SG: PlutoTV Channels: DE: Nurse Jackie,1197359,ACTIVE,65a67c7a07e03a00088de834,site_group_api_v4
SG: PlutoTV Channels: DE: Pacific Blue,1106781,ACTIVE,642ad5bd283aa40008064568,site_group_api_v4
SG: PlutoTV Channels: DE: Parker Lewis – Der Coole von der Schule,1176830,ACTIVE,650adbe0473a54000846ca0c,site_group_api_v4
SG: PlutoTV Channels: DE: Pastewka,1267221,ACTIVE,686cfef52704ca31d85c4bf1,site_group_api_v4
