show,segment_name,segment_id,platform,region,source
,AU - DWH - SMRTR - ID - Summit - Entertainment - Disney Plus APAC,1414321,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Entertainment - Event Cinemas APAC,1414322,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Entertainment - Foxtel APAC,1414323,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Entertainment - Netflix APAC,1414324,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Entertainment - Stan APAC,1414325,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Entertainment - Movies and Home Entertainment APAC,1414326,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Entertainment - Pay TV Subscribers APAC,1414327,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Entertainment - Entertainment Seekers APAC,1414328,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Charity Donors APAC,1414329,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Credit Card Intenders APAC,1414330,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Credit Card Rewards No APAC,1414331,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Credit Card Rewards Yes APAC,1414332,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Credit Card Spend High APAC,1414333,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Credit Card Spend Low APAC,1414334,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Credit Card Spend Med APAC,1414335,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Credit Card User APAC,1414336,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Crypto Holders APAC,1414337,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Disposable Income High APAC,1414338,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Disposable Income Low APAC,1414339,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Disposable Income Med APAC,1414340,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Downsizer APAC,1414341,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - First Home Buyer APAC,1414342,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - HHI $100k $150k APAC,1414345,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - HHI $150k $200k APAC,1414346,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - HHI $65k $100k APAC,1414347,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - HHI Over $200k APAC,1414348,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - HHI Under $65k APAC,1414349,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - High Income Families APAC,1414350,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - High Income Retirees APAC,1414351,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - High Income Singles and Couples APAC,1414352,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - High Spenders APAC,1414353,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Home Owners APAC,1414354,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Home Purchase N12M APAC,1414355,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Income All High APAC,1414356,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Income All Low APAC,1414357,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Income All Med APAC,1414358,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Income High APAC,1414359,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Income Low APAC,1414360,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Income Med APAC,1414361,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Investment Portfolio Value High APAC,1414362,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Investment Portfolio Value Low APAC,1414363,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Investment Portfolio Value Med APAC,1414364,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Low Income Families APAC,1414365,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Low Income Retirees APAC,1414366,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Low Income Singles and Couples APAC,1414367,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Mid Income Families APAC,1414368,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Mid Income Retirees APAC,1414369,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Mid Income Singles and Couples APAC,1414370,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Net Worth High APAC,1414371,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Net Worth Low APAC,1414372,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Net Worth Med APAC,1414373,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Mortgage Intenders APAC,1414374,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Personal Loan Intenders APAC,1414375,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - No Credit Card APAC,1414376,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Price Sensitive High APAC,1414377,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Price Sensitive Low APAC,1414378,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Price Sensitive Med APAC,1414379,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Private Health Plan No APAC,1414380,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Private Health Plan Yes APAC,1414381,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Prop Owned Outright APAC,1414382,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Property Equity High APAC,1414383,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Property Equity Low APAC,1414384,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Property Equity Med APAC,1414385,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Property Investor APAC,1414386,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Refinancer APAC,1414387,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Savers APAC,1414388,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Super SMSF APAC,1414389,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Super Vale High APAC,1414390,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Super Vale Low APAC,1414391,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Super Vale Med APAC,1414392,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Super All APAC,1414393,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Upsizer APAC,1414394,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Use Broker APAC,1414395,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Financial - Use Financial Advisor APAC,1414396,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - FMCG - 7 Eleven APAC,1414397,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - FMCG - Aldi APAC,1414398,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - FMCG - Butchers APAC,1414399,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - FMCG - Coles APAC,1414400,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - FMCG - Coles Express APAC,1414401,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - FMCG - IGA APAC,1414402,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - FMCG - Liquor BWS APAC,1414403,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - FMCG - Liquor Dan Murphys APAC,1414404,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - FMCG - Liquor Liquorland APAC,1414405,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - FMCG - Woolworths APAC,1414406,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - FMCG - All APAC,1414407,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Food - Dining Out Bars And Pubs APAC,1414408,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Food - Dining Out Chinese Cuisine APAC,1414409,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Food - Dining Out Dominos APAC,1414410,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Food - Dining Out Hotels And Pubs APAC,1414411,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Food - Dining Out Indian Cuisine APAC,1414412,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Food - Dining Out Japanese Cuisine APAC,1414413,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Food - Dining Out Middle Eastern Cuisine APAC,1414414,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Food - Dining Out Pizza And Pasta Places APAC,1414415,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Food - Dining Out Pizza Hut APAC,1414416,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Food - Dining Out Thai Cuisine APAC,1414417,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Food - Dining Out Vietnamese Cuisine APAC,1414418,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Food - Dining Out All APAC,1414419,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Food - Fast Food Hungry Jacks APAC,1414420,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Food - Fast Food KFC APAC,1414421,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Food - Fast Food Mcdonalds APAC,1414422,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Food - Fast Food Red Rooster APAC,1414423,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Food - Fast Food Subway APAC,1414424,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Food - Fast Food Fans APAC,1414425,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Food - Fast Foodies APAC,1414426,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Food - Food Delivery Deliveroo APAC,1414427,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Food - Food Delivery Menulog APAC,1414428,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Food - Food Delivery Uber Eats APAC,1414429,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Food - Food Delivery Service APAC,1414430,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Food - Pubs Visitors APAC,1414431,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Food - Foodies APAC,1414432,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Gambling - All APAC,1414433,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Gambling - Lottery APAC,1414434,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Gambling - Sportsbet APAC,1414435,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Gambling - Tab APAC,1414436,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Gambling - Tatts Group and The Lott APAC,1414437,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Health - Dentist APAC,1414438,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Health - Gyms and Other Memberships APAC,1414439,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Health - Health And Fitness APAC,1414440,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Health - Hospital APAC,1414441,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Health - Optician APAC,1414442,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Health - Pharmacy APAC,1414443,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Hobbies and Interests - Aquarium Visitors APAC,1414444,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Hobbies and Interests - Arts Enthusiasts APAC,1414445,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Hobbies and Interests - Basketball Fans APAC,1414446,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Hobbies and Interests - Beach Visitors APAC,1414447,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Hobbies and Interests - Beauty Enthusiasts APAC,1414448,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Hobbies and Interests - Book Enthusiasts APAC,1414449,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Hobbies and Interests - Bowling Enthusiasts APAC,1414450,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Hobbies and Interests - Combat and Martial Arts APAC,1414451,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Hobbies and Interests - Cricket Fans APAC,1414452,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Hobbies and Interests - Cyclists APAC,1414453,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Hobbies and Interests - Diving Enthusiasts APAC,1414454,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Hobbies and Interests - Esports Enthusiasts APAC,1414455,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Hobbies and Interests - Family Enthusiasts APAC,1414456,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Hobbies and Interests - Fishing Enthusiasts APAC,1414457,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Hobbies and Interests - Golfers APAC,1414458,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Hobbies and Interests - Gymnastics Enthusiasts APAC,1414459,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Hobbies and Interests - Happy Campers APAC,1414460,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Hobbies and Interests - Hockey Fans APAC,1414461,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Hobbies and Interests - Museum Visitors APAC,1414462,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Hobbies and Interests - Music Fanatics APAC,1414463,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Hobbies and Interests - Photography APAC,1414464,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Hobbies and Interests - Rugby Fans APAC,1414465,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Hobbies and Interests - Skaters APAC,1414466,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Hobbies and Interests - Skiers and Boarders APAC,1414467,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Hobbies and Interests - Smokers and Vapers APAC,1414468,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Hobbies and Interests - Soccer Fans APAC,1414469,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Hobbies and Interests - Sports Fans APAC,1414470,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Hobbies and Interests - Tennis Fans APAC,1414471,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Hobbies and Interests - Theme Park Visitors APAC,1414472,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Hobbies and Interests - Water Sports Enthusiasts APAC,1414473,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Hobbies and Interests - Yoga and Pilates Enthusiasts APAC,1414474,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Hobbies and Interests - Zoo Visitors APAC,1414475,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Insurance - Aami APAC,1414476,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Insurance - Allianz APAC,1414477,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Insurance - Budget Direct APAC,1414478,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Insurance - Bupa APAC,1414479,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Insurance - Medibank APAC,1414480,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Insurance - NRMA Insurance APAC,1414481,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Insurance - QBE APAC,1414482,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Insurance - Intenders APAC,1414483,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Insurance - Auto Insurance Renewal Jan APAC,1414484,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Insurance - Auto Insurance Renewal Feb APAC,1414485,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Insurance - Auto Insurance Renewal Mar APAC,1414486,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Insurance - Auto Insurance Renewal Apr APAC,1414487,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Insurance - Auto Insurance Renewal May APAC,1414488,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Insurance - Auto Insurance Renewal Jun APAC,1414489,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Insurance - Auto Insurance Renewal Jul APAC,1414490,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Insurance - Auto Insurance Renewal Aug APAC,1414491,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Insurance - Auto Insurance Renewal Sep APAC,1414492,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Insurance - Auto Insurance Renewal Oct APAC,1414493,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Insurance - Auto Insurance Renewal Nov APAC,1414494,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Insurance - Auto Insurance Renewal Dec APAC,1414495,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Lifestage - Families APAC,1414504,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Lifestage - HHComp Couples APAC,1414505,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Lifestage - HHComp Families APAC,1414506,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Lifestage - HHComp No Presence of Children APAC,1414507,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Lifestage - HHComp Presence of Children APAC,1414508,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Lifestage - HHComp Shared Living APAC,1414509,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Lifestage - HHComp Singles APAC,1414510,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Lifestage - Singles and Couples APAC,1414511,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Profession - Advertising or Marketing APAC,1414512,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Profession - Blue Collar APAC,1414513,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Profession - Business Interest APAC,1414514,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Profession - Business Owners APAC,1414515,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Profession - Education APAC,1414516,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Profession - Finance Professional APAC,1414517,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Profession - Human Resources APAC,1414518,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Profession - Legal Professional APAC,1414519,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Profession - SMB Coworking Space APAC,1414520,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Profession - White Collar APAC,1414521,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Property - Has Aircon No APAC,1414531,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Property - Has Aircon Yes APAC,1414536,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Property - House APAC,1414537,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Property - PLSS Group Investors APAC,1414538,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Property - PLSS Group Movers APAC,1414539,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Property - PLSS Group NonMovers APAC,1414540,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Property - PLSS Group Renters APAC,1414541,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Property - PLSS Group Retirees APAC,1414542,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Property - PLSS Renovating APAC,1414543,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Property - Renovators APAC,1414544,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Property - Renter APAC,1414545,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Property - Swimming Pool Owner APAC,1414546,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Property - Unit APAC,1414547,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Property - Value High APAC,1414548,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Property - Value Low APAC,1414549,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Property - Value Mid APAC,1414550,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Retail - Alcohol Buyers APAC,1414551,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Retail - Auto Services APAC,1414552,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Retail - Avid Shoppers APAC,1414553,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Retail - Beauty and Personal Care APAC,1414554,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Retail - Bookstores APAC,1414555,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Retail - Childrens APAC,1414556,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Retail - Clothes APAC,1414557,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Retail - Convenience Store Shoppers APAC,1414558,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Retail - Department Stores APAC,1414559,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Retail - Electronics APAC,1414560,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Retail - Fashion APAC,1414561,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Retail - Fashion Accessories APAC,1414562,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Retail - Furniture and Appliances APAC,1414563,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Retail - Gamers APAC,1414564,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Retail - Home Improvement All APAC,1414565,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Retail - Homewares APAC,1414566,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Retail - Jewellery Enthusiasts APAC,1414567,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Retail - Luxury Shoppers APAC,1414568,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Retail - Medical and Health Retail APAC,1414569,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Retail - Office Supply Stores APAC,1414570,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Retail - Online Shopping APAC,1414571,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Retail - Outdoors APAC,1414572,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Retail - Pet Care APAC,1414573,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Retail - Pet Owners APAC,1414574,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Retail - Petrol Buyers All APAC,1414575,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Retail - Shoes APAC,1414576,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Retail - Sporting Goods APAC,1414577,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Tech - Amazon APAC,1414578,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Tech - Apple APAC,1414579,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Tech - Ebay APAC,1414580,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Tech - Game Apps APAC,1414581,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Tech - Google APAC,1414582,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Tech - Instagram Users APAC,1414583,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Tech - Microsoft (Xbox) APAC,1414584,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Tech - Nintendo APAC,1414585,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Tech - Sony Playstation APAC,1414586,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Tech - Spotify APAC,1414587,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Tech - Steamgames APAC,1414588,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Tech - Technology and Computing APAC,1414589,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Tech - Video Gaming APAC,1414590,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Tech - All APAC,1414591,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Telco - Optus APAC,1414592,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Telco - Telstra APAC,1414593,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Telco - Vodafone APAC,1414594,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Telco - All APAC,1414595,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Travel - Budget Travellers APAC,1414596,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Travel - Business Travellers APAC,1414597,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Travel - Domestic Travellers APAC,1414598,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Travel - International Travellers APAC,1414599,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Travel - Family Travellers APAC,1414600,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Travel - Frequent Flyers APAC,1414601,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Travel - Tour Enthusiasts APAC,1414602,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Travel - Transport Road Tolls APAC,1414603,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Travel - Transport Uber APAC,1414604,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Travel - Travel Enthusiasts APAC,1414605,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Travel - Travel Intenders APAC,1414606,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Utilities - AGL Energy APAC,1414607,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Utilities - Alinta APAC,1414608,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Utilities - Energy Australia APAC,1414609,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Utilities - Origin Energy APAC,1414610,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Utilities - Synergy APAC,1414611,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Utilities - All APAC,1414612,DDA,,audience_items
,AU - DWH - SMRTR - ID - Summit - Viewing - Streamers APAC,1414613,DDA,,audience_items
,US-DDA-PMXLift-COTY-BG-v4-Nov25,1415083,DDA,,audience_items
,US-LR-DM-Acxiom-HHI_15KorLess,1415091,DDA,,audience_items
,US-LR-DM-Acxiom-HHI_15K-19K,1415092,DDA,,audience_items
